obs_ID,study_ID,year_pub,es,var
obs001,Galvan et al. 2012 Journal of Avian Biology,2012,0.055055559,0.013888889
obs002,Galvan et al. 2012 Journal of Avian Biology,2012,0.237359351,0.058823529
obs003,Galvan et al. 2012 Journal of Avian Biology,2012,-0.092260889,0.023809524
obs004,Galvan et al. 2012 Journal of Avian Biology,2012,-0.11652454,0.016129032
obs005,Galvan et al. 2012 Journal of Avian Biology,2012,0.048036915,0.001883239
obs006,van de Crommenacker 2011 Proc Roy Soc B,2011,0.081831831,0.011494253
obs007,Galvan et al. 2012 Journal of Avian Biology,2012,-0.041022997,0.008264463
obs008,Ilmonen et al. 1999 Oikos,1999,-0.11350349,0.04
obs009,Ilmonen et al. 1999 Oikos,1999,-0.280009834,0.05
obs010,Gallivan et al. 1995 S. African J. Zool.,1995,-0.440295431,0.023255814
obs011,Puttker et al. 2008 Ecological Research,2008,-0.155235044,0.034482759
obs012,Puttker et al. 2008 Ecological Research,2008,-0.160360592,0.034482759
obs013,Galvan et al. 2012 Journal of Avian Biology,2012,0.963874235,0.047619048
obs014,Davidson et al. 2015 International Journal for Parasitology: Parasites and Wildlife,2015,-0.546588593,0.028571429
obs015,Davidson et al. 2015 International Journal for Parasitology: Parasites and Wildlife,2015,-0.746578693,0.027027027
obs016,Davidson et al. 2015 International Journal for Parasitology: Parasites and Wildlife,2015,-0.335719998,0.027027027
obs017,Gortazar et al. 2002 Annals of the new york academy of sciences,2002,-0.284382004,0.009708738
obs018,Calvete et al. 2003 Journal of Parasitology,2003,-0.098830493,0.001712329
obs019,Millan et al. 2004 Parasitology Research,2004,-0.490430436,0.009009009
obs020,Millan et al. 2004 Parasitology Research,2004,-0.490430436,0.015151515
obs021,Mougeut et al. 2009 J. Avian Biol,2009,-0.386827943,0.025641026
obs022,Millan et al. 2004 Parasitology Research,2004,-0.595077475,0.023809524
obs023,Millan et al. 2004 Parasitology Research,2004,-0.60538802,0.009009009
obs024,Millan et al. 2004 Parasitology Research,2004,-0.60538802,0.015151515
obs025,Millan et al. 2004 Parasitology Research,2004,-0.472990352,0.009009009
obs026,Millan et al. 2004 Parasitology Research,2004,-0.472990352,0.023809524
obs027,Millan et al. 2004 Parasitology Research,2004,-0.629255898,0.015151515
obs028,Millan et al. 2004 Parasitology Research,2004,-0.417736681,0.015151515
obs029,Millan et al. 2004 Parasitology Research,2004,-0.348906851,0.015151515
obs030,Millan et al. 2004 Parasitology Research,2004,-0.624205982,0.023809524
obs031,Millan et al. 2004 Parasitology Research,2004,-0.417736681,0.009009009
obs032,Millan et al. 2004 Parasitology Research,2004,-0.629255898,0.009009009
obs033,Millan et al. 2004 Parasitology Research,2004,-0.34819085,0.009009009
obs034,Villanua et al. 2008 European Journal of Wildlife Research,2008,-0.320545409,0.010526316
obs035,Villanua et al. 2008 European Journal of Wildlife Research,2008,-0.287682072,0.010526316
obs036,van Dijk et al. 2015 Ecology and Evolution,2015,-0.014510543,0.003546099
obs037,Gerard et al. 2013 Parasite,2013,0.265723626,0.018181818
obs038,Mayo-Hernandez et al. 2015 Parasitology,2015,0.296366219,0.005376344
obs039,Mayo-Hernandez et al. 2015 Parasitology,2015,0.361583214,0.005376344
obs040,Mayo-Hernandez et al. 2015 Parasitology,2015,0.151140436,0.005376344
obs041,Mayo-Hernandez et al. 2015 Parasitology,2015,0.288995519,0.005376344
obs042,Mayo-Hernandez et al. 2015 Parasitology,2015,0.279201108,0.005376344
obs043,Gerard et al. 2013 Parasite,2013,-0.411426319,0.018181818
obs044,Lefebvre et al. 2004 New Zealand Journal of Marine and Freshwater Research,2004,-0.107291083,0.005376344
obs045,Lefebvre et al. 2004 New Zealand Journal of Marine and Freshwater Research,2004,-0.142119222,0.005376344
obs046,Lefebvre et al. 2004 New Zealand Journal of Marine and Freshwater Research,2004,-0.090244188,0.125
obs047,Lefebvre et al. 2004 New Zealand Journal of Marine and Freshwater Research,2004,-0.160787546,0.005376344
obs048,Schall & Pearson 2000 Journal of Herptology,2000,-0.05378472,0.001067236
obs049,Galvan et al. 2012 Journal of Avian Biology,2012,0.053049709,0.012048193
obs050,Spurgin et al. 2012 Oecologia,2012,0.087150498,0.001206273
obs051,Galvan et al. 2012 Journal of Avian Biology,2012,1.017875992,0.125
obs052,Calero-Riestra 2016 Malaria Journal,2016,-0.288636999,0.009803922
obs053,Galvan et al. 2012 Journal of Avian Biology,2012,0.21631183,0.004081633
obs054,Galvan et al. 2012 Journal of Avian Biology,2012,-0.117538299,0.029411765
obs055,Holldorf et al. 2015 PLoS One,2015,0.161576906,0.00456621
obs056,Holldorf et al. 2015 PLoS One,2015,0.195627511,0.00456621
obs057,Galvan et al. 2012 Journal of Avian Biology,2012,0.071119666,0.020408163
obs058,Ishak et al. 2010 J. Raptor. Res,2010,-0.29125411,0.011764706
obs059,Galvan et al. 2012 Journal of Avian Biology,2012,-0.058065169,0.005076142
obs060,Galvan et al. 2012 Journal of Avian Biology,2012,0.104377407,0.00228833
obs061,Parmenter et al. 2013 Estuaries and Coasts,2013,0.16656985,0.003278689
obs062,Lyons et al. 2001 Veterinary Parasitology,2001,0.787088897,0.0625
obs063,Nelson et al. 2003 Journal of Wildlife Disease,2003,-0.010214787,0.001577287
obs064,Nelson et al. 2003 Journal of Wildlife Disease,2003,0.112302892,0.001577287
obs065,Nelson et al. 2003 Journal of Wildlife Disease,2003,-0.125764817,0.001577287
obs066,Nelson et al. 2003 Journal of Wildlife Disease,2003,-0.041277887,0.001577287
obs067,Nelson et al. 2003 Journal of Wildlife Disease,2003,-0.020628662,0.001577287
obs068,Nelson et al. 2003 Journal of Wildlife Disease,2003,0,0.001577287
obs069,Nelson et al. 2003 Journal of Wildlife Disease,2003,0.108405698,0.001577287
obs070,Nelson et al. 2003 Journal of Wildlife Disease,2003,0.014636657,0.001577287
obs071,Nelson et al. 2003 Journal of Wildlife Disease,2003,-0.029554043,0.001577287
obs072,Sacks & Blejwas 2000 Canadian Journal of Zoology,2000,-0.652435518,0.05
obs073,Castro et al. 2016 International Journal of Acarology,2016,-0.998986278,0.003205128
